postalcode,lat,lon
110063,25.7604,75.3809
262201,27.627,79.1146
313603,24.0333,76.0097
591306,16.6693,75.4643
804407,27.0637,79.2985
454335,21.9125,76.4007
481105,23.1262,79.3642
305207,26.5919,74.3549
721456,26.477,81.2984
413712,18.805,77.5827
193502,34.3737,74.7321
851212,25.3967,86.7043
413211,19.7164,73.6282
246722,28.6191,78.7776
209722,27.0492,79.4804
534002,17.371,82.3012
722137,28.1622,78.9513
582102,15.4298,75.6297
581321,14.7083,74.2653
852131,25.9157,81.5766
786004,26.2871,93.8884
227304,26.1135,80.2994
283110,27.0897,77.9326
341519,26.1911,71.2444
230132,25.5713,81.424
454446,25.6942,76.8083
450001,21.8328,76.498
586119,11.8675,75.3576
682313,19.3115,84.7929
534301,16.8102,80.8383
363530,24.5979,73.8928
221712,24.4508,82.4716
212621,21.9084,76.2853
562126,13.1082,77.1367
691530,8.8444,76.8944
424311,20.1067,74.2258
625103,10.4697,78.1284
365601,22.2617,71.0574
572130,13.2011,76.8223
193501,34.2392,74.618
141007,33.4394,75.1137
423213,20.5551,74.2948
517124,17.25,81.6333
445202,20.354,77.6835
412402,19.6959,72.7153
515122,13.2756,78.4595
465693,24.3127,74.5751
263645,29.8776,78.6258
620005,10.6641,78.6306
794103,25.266,88.7992
110081,27.9116,79.083
843334,26.4529,72.5582
583212,13.8778,76.949
533221,16.5533,82.0975
752035,20.5992,85.4844
503301,20.9678,76.4593
494447,18.255,80.2106
486886,23.3704,80.8247
152003,29.5825,76.2236
410501,19.3568,73.8989
639002,13.4727,75.8631
505467,17.6707,79.2395
175106,31.7139,77.2649
815314,23.7089,84.5866
387620,25.9678,75.3402
143116,31.6722,75.2522
713125,34.0304,74.7162
263158,27.0584,78.4228
210209,25.1394,80.0025
431205,19.4995,75.7488
843113,25.8286,82.4553
571126,28.3112,75.5091
574222,13.6243,75.4638
470661,24.2954,77.1336
712411,23.3421,83.9937
306303,26.1501,74.0015
583214,14.5342,76.664
480115,23.5801,77.8611
533287,16.8364,82.0287
302020,26.8626,75.7633
222101,27.4533,76.5983
389365,24.6635,78.0319
124508,28.2768,78.9911
263624,29.6294,79.0314
583219,17.871,76.62
766011,20.1035,83.1761
731213,22.6886,87.1155
387305,22.8103,73.0468
416521,16.1139,73.7571
731301,24.6269,86.5981
422502,19.5795,74.0529
441302,21.0148,78.6264
799273,26.3725,89.8885
233306,26.8917,79.8206
326023,26.0207,76.7723
431206,24.1444,77.9197
583212,13.8778,76.949
797005,25.933,92.016
473774,25.3169,77.6366
140301,30.4199,77.2977
223224,25.6132,78.5934
500029,17.3995,78.0179
496224,27.1341,80.0957
144007,28.067,74.9579
307026,24.439,72.7113
460110,21.3926,76.3352
331022,28.1179,74.6517
795149,24.6783,94.159
209217,25.7663,77.9569
224164,25.2609,79.2543
630558,9.95,78.6
473670,25.8636,77.374
313602,24.6854,74.6464
802213,21.6901,79.1087
413519,19.2151,78.3063
628702,8.1603,77.6157
811310,26.5716,83.8124
752050,20.1243,85.6256
638312,11.4557,77.5938
785105,27.0535,93.1933
212106,25.0499,78.869
585310,20.0944,74.7003
201204,28.7992,76.5403
631003,13.0406,79.7902
271871,27.3998,81.7927
172030,27.7851,76.7082
506332,17.7821,78.2991
612103,12.4517,78.3513
382355,23.1794,72.7485
413112,17.8662,75.0993
627426,8.6961,77.5189
635305,12.2255,77.8907
502108,17.7248,78.7703
389160,23.4915,78.0598
783393,25.6204,91.3994
507302,17.1779,80.1425
736159,24.8992,87.493
445109,20.252,78.165
394633,21.2852,73.8212
192401,31.8388,76.396
443303,21.5994,80.6567
505524,18.1876,79.0306
262902,27.375,79.267
193401,34.0756,74.5815
486771,26.7121,78.9267
811303,25.0735,86.0755
400703,19.2911,74.5735
313708,26.0072,74.1885
224126,26.2775,79.3719
803216,23.1001,85.848
799269,23.6524,92.5869
416509,20.7096,76.2946
425105,21.1318,75.3241
173212,30.9086,77.1087
742202,23.3804,86.7689
782124,26.5497,79.7874
125111,23.864,77.2537
532407,17.5167,82.6333
131301,28.8717,77.3391
574198,8.9138,77.3798
431213,19.5315,76.2544
783325,26.0567,89.292
562101,13.3333,77.65
742308,26.3053,80.3983
442707,21.9728,84.9322
585202,21.7533,78.0512
303009,26.7244,75.4528
361305,24.1395,71.1171
481445,23.7207,80.2926
628616,8.3677,77.773
561201,13.6791,77.4129
503185,17.3622,78.9328
493554,21.123,73.1115
766101,31.2616,75.7113
306114,25.8911,73.8888
396191,25.5945,79.5663
246276,23.3548,85.8408
591220,16.3578,75.609
402307,17.7425,73.2869
766012,21.983,82.0694
272189,26.9106,81.7382
152116,28.5733,75.1716
148026,27.8918,78.2405
577601,12.1068,78.2015
494448,18.7726,80.5412
781132,24.8475,88.322
573211,14.6722,77.5387
470117,24.068,78.3281
175042,26.4475,79.4643
477441,27.0046,79.0336
272206,26.4462,82.8948
502335,17.8891,78.4718
225306,26.5079,79.7167
822113,26.0789,80.2327
344702,26.3874,71.4831
723201,24.878,88.7384
515271,12.961,77.55
443301,28.2674,75.7158
756111,23.1677,82.7793
413304,18.7331,76.3862
782127,26.4333,92.35
492112,22.3831,83.6058
413202,18.6268,75.0492
686636,20.6364,75.7138
458113,24.5059,75.1496
273007,27.041,79.837
832102,21.6736,85.668
517520,14.1008,79.4277
632513,15.793,81.8647
759120,21.4492,84.5265
423204,20.7283,74.3105
685562,9.8821,77.0208
416812,18.6886,73.9849
282007,25.4342,79.4739
524303,14.6039,79.6338
638657,13.888,77.2216
451442,24.4482,75.4787
475686,26.6716,79.8201
587207,14.654,75.1037
515405,13.8195,77.7657
847224,25.921,81.9991
576112,13.4596,74.99
480667,23.0179,76.7202
721201,22.7539,86.2544
207249,26.29,79.3175
689547,9.4,76.6667
743422,29.8773,78.5317
416201,16.8121,74.1101
783346,26.5283,90.665
791102,27.8592,94.6378
534166,16.4262,81.3009
759128,21.8652,83.7448
400603,19.202,72.9725
321605,26.2571,77.6149
583125,15.4103,75.0453
523212,15.6964,80.0821
632002,13.2384,79.9939
523228,15.4703,79.2742
509201,15.3535,78.8043
614702,11.1385,79.0756
803302,21.6236,72.5091
743395,27.1971,79.2536
413602,19.0103,76.4291
515661,14.4832,78.0509
413216,16.8903,74.909
444503,21.8348,76.4745
576213,14.3106,74.7662
754136,20.9551,85.0979
841425,26.7789,79.1115
171221,19.5893,82.2469
574105,32.8091,74.5285
581353,15.0128,75.3732
457779,22.9075,74.5853
757019,21.9956,86.1204
783346,26.4642,89.9702
852221,25.96,86.1424
460551,22.6675,78.3935
491336,22.3142,79.8194
173022,29.1053,76.2041
721627,20.6829,86.513
391760,25.4609,75.699
450551,22.3154,76.0935
522259,15.2766,79.72
451666,22.7671,77.5868
845433,27.7345,80.3072
413534,16.399,74.3829
814133,23.153,83.6056
416208,21.3038,75.415
691555,8.8603,76.8019
852139,27.5718,80.3921
501510,17.2108,78.5931
679357,13.4735,77.2616
805121,32.9168,76.4737
583214,14.5342,76.664
271831,26.6517,81.775
383335,24.0345,74.1109
396007,20.3833,72.8667
481335,21.6379,78.8788
813104,25.5651,84.0116
678722,11.8583,75.6114
444707,20.9219,76.6634
221711,26.2215,86.6496
505401,18.0189,78.9522
733124,23.5719,85.5411
362268,21.7231,71.3884
845415,26.6523,85.0872
303712,26.3805,78.9182
388430,23.5724,74.5939
421302,17.8618,76.6789
785006,25.1231,91.8764
841426,26.3184,84.3352
813221,25.3058,83.6842
424306,22.0862,76.9346
331811,28.0736,73.8161
524226,16.0177,80.1409
211003,26.5727,80.7432
362140,20.1549,73.1547
184204,27.203,72.3827
312605,24.2555,77.0714
444504,21.3088,75.8933
686540,9.5,76.6333
627113,8.3342,77.6257
185154,32.4743,74.7904
180002,28.7497,75.0118
522304,16.2704,80.7523
413304,18.0752,75.8524
614701,10.3406,79.3791
785602,26.9248,94.3157
364310,22.0037,71.2545
461990,24.3885,79.5518
609502,10.9008,79.6414
515531,15.1817,78.6722
577428,14.4953,76.2546
573137,12.0733,76.6627
301701,23.9247,79.5318
604306,12.4939,79.9166
795125,26.601,95.0342
475675,26.5051,78.3197
246721,27.1235,79.3562
854318,26.3135,86.8454
821110,27.8904,79.0086
841311,26.5826,79.8175
272204,27.1113,81.8535
573225,12.9688,76.2818
679321,11.3284,76.4929
670650,11.7874,75.7795
456224,24.4427,75.8403
210427,26.2589,79.0827
335526,30.0137,75.2808
233304,26.2158,79.0218
572107,13.4162,77.0183
385566,24.7993,73.0391
643212,11.4714,76.3816
758080,23.5712,81.7836
585324,19.0453,77.3405
607001,11.7455,79.7747
143529,31.4492,75.4455
504273,21.3094,78.8782
201009,17.3477,78.5576
752103,20.4745,85.0188
323301,25.3795,75.9945
327001,23.9293,76.5165
766028,21.2962,82.2949
532409,16.4273,82.0311
133102,30.1262,76.8581
363423,22.604,71.9856
223225,26.1312,82.8149
632519,13.5645,79.7917
841438,29.6208,76.9994
262533,18.7083,75.6909
475220,25.7924,78.1108
573217,14.4194,77.1954
641670,9.3716,78.8308
465339,22.7653,76.0733
518346,15.488,77.0467
722132,23.1953,88.1627
392012,22.4525,72.8188
174306,31.425,76.3329
641018,9.8532,78.1553
605203,12.1127,79.3979
506224,17.3564,78.3701
843104,23.5702,82.0043
249204,30.0669,78.2631
636904,12.5306,78.9293
628714,10.0565,78.1985
303706,26.96,75.6809
854334,26.2948,85.2062
796901,22.3137,93.0266
583227,17.3364,79.6266
390014,28.7556,75.6373
678622,11.6432,77.0857
637301,11.4774,77.8841
574154,13.051,76.1825
241122,29.1314,77.7867
821311,25.2426,82.6845
761131,19.9694,84.6329
625532,9.9694,77.7862
509215,16.7893,78.9988
642106,10.5823,76.9347
521321,14.9919,80.5182
797104,25.8843,94.2934
464221,24.6212,78.6363
110015,28.5345,77.2779
534196,16.4445,81.1743
843320,25.7658,81.93
732102,23.8679,86.8472
587205,16.4337,75.426
283101,26.0134,75.6759
301412,27.778,76.4486
364230,23.7464,74.4825
415014,19.8667,77.3745
233228,26.2254,80.222
403401,15.4035,74.0095
394670,24.9333,74.45
585316,17.6146,76.8941
581113,15.7829,75.1339
425405,17.0521,76.9902
485113,24.1202,72.9625
444505,19.8062,76.7878
743235,24.3953,85.6033
303501,25.4519,77.1167
614716,11.0622,78.404
625205,11.5644,79.1281
781334,29.103,75.1714
494114,17.8049,81.3867
470226,23.6951,79.6494
583128,12.8551,77.6671
332311,27.8229,75.0275
272153,27.042,79.7658
678622,11.6432,77.0857
815315,24.4672,84.758
450331,21.5251,76.7612
636905,11.65,77.95
502248,17.6939,78.281
445306,20.304,78.6338
796770,22.4912,92.7373
